DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
19-Nov-2025,EQ,"172.45","173.90","172.06","172.45","173.20","173.21","173.00","186.94","122.62",19621610,"3,39,46,14,826.66",114117
18-Nov-2025,EQ,"172.40","173.12","170.55","173.17","172.44","172.45","171.82","186.94","122.62",34278387,"5,88,97,58,002.57",126450
17-Nov-2025,EQ,"175.13","175.25","172.62","174.26","173.40","173.17","173.36","186.94","122.62",28204282,"4,88,95,08,467.17",151929
14-Nov-2025,EQ,"177.52","177.70","172.12","176.65","174.00","174.26","173.94","186.94","122.62",38345500,"6,66,99,35,058.64",213625
13-Nov-2025,EQ,"184.00","184.00","175.10","178.61","176.55","176.65","179.35","186.94","122.62",82083661,"14,72,20,85,938.16",302852
12-Nov-2025,EQ,"181.44","182.15","178.00","181.04","178.70","178.61","179.57","186.94","122.62",19037263,"3,41,85,08,992.03",143638
11-Nov-2025,EQ,"182.90","182.90","179.02","181.48","181.10","181.04","180.70","186.94","122.62",14109340,"2,54,96,26,090.32",121889
10-Nov-2025,EQ,"182.03","182.51","180.20","181.37","181.50","181.48","181.48","186.94","122.62",18376132,"3,33,49,29,236.83",148991
07-Nov-2025,EQ,"177.00","182.25","175.01","177.27","181.50","181.37","179.19","186.94","122.62",19165876,"3,43,44,11,842.58",123190
06-Nov-2025,EQ,"179.29","180.67","176.52","179.29","177.35","177.27","177.84","186.94","122.62",23664538,"4,20,84,79,735.84",189659
04-Nov-2025,EQ,"183.00","183.09","178.90","182.67","179.35","179.29","180.22","186.94","122.62",18746387,"3,37,84,20,599.57",129742
03-Nov-2025,EQ,"182.40","184.10","181.80","182.84","182.70","182.67","182.88","186.94","122.62",16652212,"3,04,53,92,729.64",130699
31-Oct-2025,EQ,"184.00","184.30","182.12","184.35","182.90","182.84","183.02","186.94","122.62",16041321,"2,93,59,57,168.59",135184
30-Oct-2025,EQ,"184.40","185.19","182.64","185.19","184.45","184.35","183.46","186.94","122.62",24270977,"4,45,28,35,993.47",174110
29-Oct-2025,EQ,"183.67","186.94","182.05","181.81","185.00","185.19","185.23","186.94","122.62",51610530,"9,56,00,13,023.60",276781
28-Oct-2025,EQ,"177.35","182.06","177.02","176.66","181.65","181.81","180.69","182.06","122.62",59511794,"10,75,32,71,781.54",300108
27-Oct-2025,EQ,"175.89","177.90","175.53","174.44","176.61","176.66","176.83","177.90","122.62",23832477,"4,21,42,08,147.16",145635
24-Oct-2025,EQ,"174.60","177.35","173.72","174.16","174.42","174.44","175.14","177.82","122.62",25226376,"4,41,82,05,824.99",131563
23-Oct-2025,EQ,"173.90","176.08","173.64","172.78","174.00","174.16","174.74","177.82","122.62",31472510,"5,49,94,40,199.34",171010
21-Oct-2025,EQ,"172.40","173.25","172.10","171.95","172.68","172.78","172.75","177.82","122.62",2471987,"42,70,27,255.19",34539
20-Oct-2025,EQ,"173.30","173.30","170.82","172.22","172.10","171.95","171.89","177.82","122.62",18049579,"3,10,24,52,657.10",123559
17-Oct-2025,EQ,"173.60","174.31","170.99","174.00","171.50","172.22","172.40","177.82","122.62",21659007,"3,73,40,59,297.06",115444
16-Oct-2025,EQ,"173.00","174.49","172.22","173.24","173.60","174.00","173.52","177.82","122.62",12205250,"2,11,78,51,922.07",110540
15-Oct-2025,EQ,"170.83","174.00","170.11","170.51","173.00","173.24","172.92","177.82","122.62",15031989,"2,59,93,42,035.68",112418
14-Oct-2025,EQ,"174.91","176.45","169.25","173.03","169.32","170.51","171.78","177.82","122.62",22082970,"3,79,34,85,094.01",148175
13-Oct-2025,EQ,"173.00","173.80","170.91","173.86","173.40","173.03","172.37","177.82","122.62",19386219,"3,34,15,08,151.04",128139
10-Oct-2025,EQ,"176.00","176.14","172.90","176.42","173.85","173.86","173.77","177.82","122.62",18085975,"3,14,27,70,545.50",121139
09-Oct-2025,EQ,"172.79","177.82","172.78","171.94","176.21","176.42","176.24","177.82","122.62",68504717,"12,07,32,53,375.17",324604
08-Oct-2025,EQ,"172.00","173.63","170.06","171.43","172.20","171.94","172.15","174.74","122.62",22662699,"3,90,13,25,663.94",119943
07-Oct-2025,EQ,"170.40","172.20","170.40","170.06","171.50","171.43","171.36","174.74","122.62",19189843,"3,28,83,88,049.36",101492
06-Oct-2025,EQ,"173.30","173.48","169.30","173.21","170.35","170.06","170.45","174.74","122.62",21474004,"3,66,02,41,985.27",144676
03-Oct-2025,EQ,"168.12","174.74","168.12","167.51","173.29","173.21","173.25","174.74","122.62",55172705,"9,55,88,14,164.10",231073
01-Oct-2025,EQ,"169.00","169.74","166.13","168.77","167.56","167.51","167.55","174.44","122.62",17542776,"2,93,93,51,263.43",155235
30-Sep-2025,EQ,"169.50","170.15","168.41","168.98","169.05","168.77","169.03","174.44","122.62",24553596,"4,15,02,83,055.30",136022
29-Sep-2025,EQ,"167.60","170.28","167.56","167.40","169.30","168.98","169.20","174.44","122.62",16832342,"2,84,79,70,568.50",117890
26-Sep-2025,EQ,"172.22","173.37","167.20","172.38","167.35","167.40","169.01","174.44","122.62",20157657,"3,40,68,73,943.17",155844
25-Sep-2025,EQ,"172.90","173.85","171.86","172.66","172.35","172.38","172.75","174.44","122.62",17026549,"2,94,13,35,157.94",132269
24-Sep-2025,EQ,"173.16","174.44","172.38","173.29","172.70","172.66","173.43","174.44","122.62",20168891,"3,49,78,09,846.07",169069
23-Sep-2025,EQ,"171.45","173.81","171.20","171.39","173.21","173.29","172.77","173.81","122.62",24533561,"4,23,87,37,406.43",157753
22-Sep-2025,EQ,"170.80","172.21","170.51","171.48","171.40","171.39","171.40","172.90","122.62",20970704,"3,59,42,80,078.95",113244
19-Sep-2025,EQ,"172.10","172.67","170.60","172.03","171.98","171.48","171.54","172.90","122.62",25406461,"4,35,82,90,313.66",107824
18-Sep-2025,EQ,"171.46","172.20","169.81","171.36","172.09","172.03","171.40","172.90","122.62",16413388,"2,81,31,85,969.57",113551
17-Sep-2025,EQ,"172.50","172.90","169.35","172.02","171.00","171.36","171.06","172.90","122.62",21381306,"3,65,74,11,231.09",134365
16-Sep-2025,EQ,"169.39","172.27","169.02","169.23","172.00","172.02","171.30","172.50","122.62",26629438,"4,56,16,76,072.33",194179
15-Sep-2025,EQ,"169.77","170.20","168.63","169.78","169.30","169.23","169.38","172.50","122.62",10611401,"1,79,73,27,327.99",112903
12-Sep-2025,EQ,"169.60","171.00","168.63","169.41","169.58","169.78","169.67","172.50","122.62",12119036,"2,05,62,18,064.83",92691
11-Sep-2025,EQ,"169.35","170.90","168.46","169.43","169.40","169.41","169.45","172.50","122.62",13829526,"2,34,34,67,550.95",107091
10-Sep-2025,EQ,"169.19","170.73","168.75","169.15","169.35","169.43","169.65","172.50","122.62",13128306,"2,22,72,31,877.32",127830
09-Sep-2025,EQ,"169.30","169.72","167.99","168.82","169.45","169.15","168.83","172.50","122.62",14028910,"2,36,85,38,301.06",112356
08-Sep-2025,EQ,"170.00","172.50","168.46","167.68","168.85","168.82","170.90","172.50","122.62",36402317,"6,22,10,67,174.56",254251
05-Sep-2025,EQ,"167.00","168.00","165.94","166.81","167.80","167.68","167.03","170.18","122.62",16798170,"2,80,58,13,958.21",160936
04-Sep-2025,EQ,"169.00","169.30","166.62","167.85","166.70","166.81","167.24","170.18","122.62",26316842,"4,40,12,13,165.94",199237
03-Sep-2025,EQ,"158.40","168.00","158.40","158.39","167.83","167.85","165.43","170.18","122.62",82352014,"13,62,36,59,440.32",422282
02-Sep-2025,EQ,"156.17","159.07","155.50","156.17","158.45","158.39","157.92","170.18","122.62",21202113,"3,34,82,55,578.36",153167
01-Sep-2025,EQ,"154.48","156.36","153.70","154.48","156.17","156.17","155.56","170.18","122.62",10798622,"1,67,98,36,985.28",119778
29-Aug-2025,EQ,"154.50","155.10","153.05","153.63","154.50","154.48","154.39","170.18","122.62",16971859,"2,62,03,18,128.23",134583
28-Aug-2025,EQ,"155.78","155.87","153.16","155.03","154.17","153.63","154.13","170.18","122.62",22269875,"3,43,25,03,613.00",122402
26-Aug-2025,EQ,"159.16","159.16","154.64","159.63","155.05","155.03","156.04","170.18","122.62",19621100,"3,06,15,87,758.38",114429
25-Aug-2025,EQ,"159.20","160.33","158.64","158.55","159.65","159.63","159.62","170.18","122.62",16376542,"2,61,40,49,036.29",104963
22-Aug-2025,EQ,"161.25","161.28","158.10","161.51","158.30","158.55","159.76","170.18","122.62",16063984,"2,56,64,38,480.54",118594
21-Aug-2025,EQ,"161.92","162.54","161.19","161.92","161.29","161.51","161.86","170.18","122.62",17282594,"2,79,72,93,208.19",188647
20-Aug-2025,EQ,"158.20","162.76","158.03","159.23","161.77","161.92","161.13","170.18","122.62",28520245,"4,59,54,21,094.45",175151
19-Aug-2025,EQ,"158.50","159.46","156.76","157.96","159.20","159.23","158.52","170.18","122.62",21224239,"3,36,43,66,794.33",128791
18-Aug-2025,EQ,"158.00","159.00","156.00","155.30","157.97","157.96","157.44","170.18","122.62",61022494,"9,60,71,64,180.05",141423
14-Aug-2025,EQ,"160.02","160.60","154.83","160.18","155.68","155.30","156.57","170.18","122.62",47256126,"7,39,89,80,151.67",183512
13-Aug-2025,EQ,"160.96","162.40","159.90","160.16","160.35","160.18","161.07","170.18","122.62",18079396,"2,91,19,76,062.73",117633
12-Aug-2025,EQ,"158.52","161.65","158.50","158.52","160.13","160.16","160.62","170.18","122.62",20056598,"3,22,15,39,927.51",133490
11-Aug-2025,EQ,"157.95","160.00","157.15","157.95","158.50","158.52","158.16","170.18","122.62",14325736,"2,26,57,29,580.40",116920
08-Aug-2025,EQ,"159.50","159.95","157.01","159.67","158.25","157.95","158.22","170.18","122.62",11951173,"1,89,08,59,315.71",104268
07-Aug-2025,EQ,"157.15","160.00","156.26","158.66","159.83","159.67","157.92","170.18","122.62",23159540,"3,65,74,21,986.21",190119
06-Aug-2025,EQ,"159.62","159.80","157.80","159.62","158.70","158.66","158.59","170.18","122.62",13438851,"2,13,12,11,060.17",219272
05-Aug-2025,EQ,"159.56","160.14","158.28","159.56","159.45","159.62","159.39","170.18","122.62",14441034,"2,30,17,32,501.24",165331
04-Aug-2025,EQ,"153.50","159.92","153.50","153.01","159.25","159.56","158.06","170.18","122.62",30064719,"4,75,19,62,110.35",200990
01-Aug-2025,EQ,"157.93","157.93","152.51","157.94","153.00","153.01","154.24","170.18","122.62",23927359,"3,69,05,81,798.45",183972
31-Jul-2025,EQ,"161.00","162.13","156.56","161.36","157.30","157.94","160.15","170.18","122.62",26213891,"4,19,81,75,446.12",155822
30-Jul-2025,EQ,"161.69","162.79","161.05","161.69","161.30","161.36","161.74","170.18","122.62",16083106,"2,60,12,44,577.73",90693
29-Jul-2025,EQ,"158.20","162.45","158.20","159.68","162.22","161.69","160.78","170.18","122.62",15262937,"2,45,39,35,250.07",95240
28-Jul-2025,EQ,"161.23","162.29","159.09","161.43","159.34","159.68","160.51","170.18","122.62",19296285,"3,09,72,28,521.77",220177
25-Jul-2025,EQ,"163.50","163.59","161.05","163.48","161.51","161.43","161.79","170.18","122.62",12443495,"2,01,31,77,001.53",140857
24-Jul-2025,EQ,"163.00","164.75","162.81","162.77","163.60","163.48","163.70","170.18","122.62",14377270,"2,35,34,90,655.47",117000
23-Jul-2025,EQ,"163.25","164.14","161.88","163.04","162.51","162.77","163.02","170.18","122.62",14287149,"2,32,90,66,721.33",122780
22-Jul-2025,EQ,"163.30","164.41","162.73","163.02","162.97","163.04","163.59","170.18","122.62",13615524,"2,22,72,99,724.19",135609
21-Jul-2025,EQ,"162.50","165.60","162.49","162.37","163.18","163.02","163.66","170.18","122.62",29812899,"4,87,91,17,483.09",174007
18-Jul-2025,EQ,"160.10","162.75","160.10","159.90","162.50","162.37","161.77","170.18","122.62",30728478,"4,97,08,71,355.15",173316
17-Jul-2025,EQ,"157.50","160.70","157.12","157.33","159.97","159.90","159.06","170.18","122.62",21733241,"3,45,68,71,121.62",138067
16-Jul-2025,EQ,"159.00","159.27","157.00","159.00","157.30","157.33","157.49","170.18","122.62",14591157,"2,29,79,16,076.70",126421
15-Jul-2025,EQ,"160.26","160.85","157.95","160.44","159.30","159.00","159.12","170.18","122.62",17993051,"2,86,29,95,009.50",110529
14-Jul-2025,EQ,"159.84","161.12","159.30","159.84","160.25","160.44","160.23","170.18","122.62",15152964,"2,42,79,12,916.42",146442
11-Jul-2025,EQ,"160.64","161.62","159.32","160.66","159.99","159.84","160.12","175.47","122.62",20689511,"3,31,27,58,884.80",146555
10-Jul-2025,EQ,"160.00","161.55","159.28","159.00","160.63","160.66","160.44","175.47","122.62",17566887,"2,81,84,00,050.43",134347
09-Jul-2025,EQ,"161.95","161.95","157.51","161.97","159.20","159.00","159.15","175.47","122.62",29839077,"4,74,90,12,087.28",216941
08-Jul-2025,EQ,"162.45","162.90","161.60","162.40","161.90","161.97","162.03","175.47","122.62",11398248,"1,84,68,07,797.96",81709
07-Jul-2025,EQ,"163.00","163.35","160.05","163.01","162.52","162.40","162.47","175.47","122.62",17469909,"2,83,82,87,843.46",123250
04-Jul-2025,EQ,"165.91","166.49","162.00","165.91","163.10","163.01","163.37","178.19","122.62",22938753,"3,74,75,36,836.05",167118
03-Jul-2025,EQ,"166.00","168.78","165.21","165.88","165.55","165.91","166.97","178.19","122.62",60571824,"10,11,36,75,423.24",247576
02-Jul-2025,EQ,"160.06","166.15","159.83","160.06","165.95","165.88","164.17","178.19","122.62",63315210,"10,39,45,30,770.33",258609
01-Jul-2025,EQ,"160.01","160.44","157.73","159.76","159.80","160.06","159.30","178.19","122.62",17823415,"2,83,91,98,867.00",138779
30-Jun-2025,EQ,"160.99","162.20","159.50","161.45","159.80","159.76","160.62","178.19","122.62",15842285,"2,54,45,27,360.88",143198
27-Jun-2025,EQ,"161.00","163.30","160.70","160.54","161.29","161.45","162.18","179.00","122.62",31989509,"5,18,80,45,925.09",179054
26-Jun-2025,EQ,"156.87","161.10","156.45","156.39","160.40","160.54","158.90","179.00","122.62",40650557,"6,45,91,90,605.70",200746
25-Jun-2025,EQ,"155.90","156.90","155.51","154.79","156.33","156.39","156.25","179.00","122.62",18240433,"2,84,99,80,442.59",115858
24-Jun-2025,EQ,"153.80","156.97","153.64","152.43","155.03","154.79","155.29","179.00","122.62",25403324,"3,94,49,49,688.49",168818
23-Jun-2025,EQ,"150.50","153.30","150.48","151.97","152.35","152.43","151.85","179.00","122.62",17096676,"2,59,61,69,014.17",107530
20-Jun-2025,EQ,"150.75","153.17","150.63","151.00","151.70","151.97","152.01","184.60","122.62",29944714,"4,55,19,25,313.29",118765
19-Jun-2025,EQ,"152.00","152.45","150.50","152.11","150.51","151.00","151.16","184.60","122.62",20145922,"3,04,53,43,206.89",162901
18-Jun-2025,EQ,"152.20","153.20","150.80","152.60","152.00","152.11","151.99","184.60","122.62",14860746,"2,25,87,49,524.45",91669
17-Jun-2025,EQ,"153.81","154.89","152.35","154.17","152.58","152.60","153.42","184.60","122.62",16740382,"2,56,82,77,833.38",112427
16-Jun-2025,EQ,"152.01","154.50","150.84","152.13","154.10","154.17","153.22","184.60","122.62",16188193,"2,48,03,18,213.73",119308
13-Jun-2025,EQ,"149.80","152.50","149.80","152.89","152.34","152.13","151.71","184.60","122.62",24277592,"3,68,32,71,732.64",131667
12-Jun-2025,EQ,"156.00","156.26","151.85","156.41","152.60","152.89","153.46","184.60","122.62",27846151,"4,27,33,15,865.00",165106
11-Jun-2025,EQ,"156.45","157.53","155.31","155.68","156.09","156.41","156.54","184.60","122.62",17605668,"2,75,59,81,215.78",107872
10-Jun-2025,EQ,"158.00","159.30","155.50","157.32","155.65","155.68","156.87","184.60","122.62",22764080,"3,57,09,61,629.98",132605
09-Jun-2025,EQ,"157.69","158.20","156.82","157.49","157.30","157.32","157.52","184.60","122.62",15315437,"2,41,24,61,355.70",127577
06-Jun-2025,EQ,"155.70","157.88","154.25","157.97","157.55","157.49","156.38","184.60","122.62",25804151,"4,03,52,14,926.14",133400
05-Jun-2025,EQ,"158.86","159.09","157.05","158.18","158.05","157.97","157.93","184.60","122.62",23708504,"3,74,43,25,538.10",122241
04-Jun-2025,EQ,"157.50","158.98","156.81","157.35","158.40","158.18","158.01","184.60","122.62",16660138,"2,63,25,49,264.24",129263
03-Jun-2025,EQ,"159.04","160.65","157.17","159.04","157.39","157.35","158.36","184.60","122.62",28398746,"4,49,71,79,711.39",156056
02-Jun-2025,EQ,"159.00","160.12","157.30","161.02","159.12","159.04","158.87","184.60","122.62",31365564,"4,98,30,82,554.34",169213
30-May-2025,EQ,"163.11","163.89","160.51","163.12","161.00","161.02","161.30","184.60","122.62",32739340,"5,28,07,69,846.88",151091
29-May-2025,EQ,"162.19","163.95","161.50","161.24","163.15","163.12","162.87","184.60","122.62",26455081,"4,30,87,11,010.73",192455
28-May-2025,EQ,"162.40","162.69","160.65","161.66","161.06","161.24","161.30","184.60","122.62",13044476,"2,10,40,98,511.17",91891
27-May-2025,EQ,"162.51","163.90","160.62","162.51","161.76","161.66","162.06","184.60","122.62",23296776,"3,77,55,35,758.64",177933
26-May-2025,EQ,"163.10","165.55","162.05","162.97","162.37","162.51","163.34","184.60","122.62",25581584,"4,17,85,34,087.15",164313
23-May-2025,EQ,"161.60","163.53","161.50","161.29","163.10","162.97","162.62","184.60","122.62",29483665,"4,79,46,11,681.16",183753
22-May-2025,EQ,"160.98","163.60","160.36","161.64","161.50","161.29","162.03","184.60","122.62",60715453,"9,83,76,42,663.43",262828
21-May-2025,EQ,"159.45","161.85","158.53","158.69","161.75","161.64","160.74","184.60","122.62",36044599,"5,79,36,34,967.30",221401
20-May-2025,EQ,"158.35","162.10","158.00","157.57","159.59","158.69","159.87","184.60","122.62",58061639,"9,28,25,78,000.22",271597
19-May-2025,EQ,"158.00","158.14","156.13","157.55","157.25","157.57","157.15","184.60","122.62",21839582,"3,43,21,07,324.54",138964
16-May-2025,EQ,"157.35","158.15","157.00","157.35","157.40","157.55","157.53","184.60","122.62",22884754,"3,60,49,83,002.25",162033
15-May-2025,EQ,"155.50","157.84","154.30","155.31","157.19","157.35","156.79","184.60","122.62",57066105,"8,94,72,11,738.95",273956
14-May-2025,EQ,"151.00","157.15","151.00","149.43","155.30","155.31","155.49","184.60","122.62",60002060,"9,33,00,07,517.78",290806
13-May-2025,EQ,"152.00","152.99","149.01","151.63","149.60","149.43","150.33","184.60","122.62",54389876,"8,17,64,31,830.42",266505
12-May-2025,EQ,"145.61","151.95","144.50","142.78","150.95","151.63","149.79","184.60","122.62",47087413,"7,05,33,42,672.26",233295
09-May-2025,EQ,"140.99","143.27","140.51","143.67","142.80","142.78","142.22","184.60","122.62",21875453,"3,11,10,85,069.45",145961
08-May-2025,EQ,"146.00","146.66","142.85","146.00","143.28","143.67","144.24","184.60","122.62",29687927,"4,28,22,62,715.18",154433
07-May-2025,EQ,"142.20","146.95","142.20","144.44","145.70","146.00","145.11","184.60","122.62",34674594,"5,03,17,39,767.38",192575
06-May-2025,EQ,"142.08","145.40","141.54","142.08","144.03","144.44","143.99","184.60","122.62",42658262,"6,14,23,62,668.10",230798
05-May-2025,EQ,"141.57","142.70","141.20","141.18","142.10","142.08","142.08","184.60","122.62",17213477,"2,44,56,79,467.61",110720
02-May-2025,EQ,"140.00","143.10","139.45","140.08","141.01","141.18","141.52","184.60","122.62",34852288,"4,93,23,73,274.49",213141
30-Apr-2025,EQ,"141.45","141.56","138.00","141.50","139.56","140.08","140.63","184.60","122.62",29205042,"4,10,72,41,617.98",149767
29-Apr-2025,EQ,"142.07","143.30","140.92","142.07","141.56","141.50","141.93","184.60","122.62",25758449,"3,65,59,94,014.18",162820
28-Apr-2025,EQ,"138.54","142.60","138.38","138.85","141.99","142.07","141.25","184.60","122.62",26971589,"3,80,96,14,109.69",160043
25-Apr-2025,EQ,"142.00","143.45","138.02","141.52","138.54","138.85","139.96","184.60","122.62",37764696,"5,28,56,18,336.86",198899
24-Apr-2025,EQ,"140.70","141.88","140.28","141.16","141.44","141.52","141.36","184.60","122.62",23061444,"3,26,00,00,657.11",126453
23-Apr-2025,EQ,"139.39","141.50","137.32","138.16","140.70","141.16","139.59","184.60","122.62",37851304,"5,28,34,98,279.14",200342
22-Apr-2025,EQ,"142.00","142.84","137.70","139.18","137.97","138.16","139.74","184.60","122.62",58429662,"8,16,51,64,937.32",230625
21-Apr-2025,EQ,"137.65","140.30","137.05","137.14","139.50","139.18","139.08","184.60","122.62",26503486,"3,68,62,12,972.38",207964
17-Apr-2025,EQ,"134.40","137.96","133.70","136.97","137.24","137.14","135.99","184.60","122.62",62282856,"8,47,01,43,514.15",362747
16-Apr-2025,EQ,"136.41","137.60","134.62","136.41","137.10","136.97","135.86","184.60","122.62",42684087,"5,79,91,67,230.47",196883
15-Apr-2025,EQ,"135.60","137.00","134.84","133.42","136.70","136.41","135.97","184.60","122.62",38967608,"5,29,84,86,163.86",236436
11-Apr-2025,EQ,"134.67","134.70","130.49","127.18","133.47","133.42","133.00","184.60","122.62",73706472,"9,80,30,73,537.58",349444
09-Apr-2025,EQ,"130.00","130.00","125.30","130.28","127.35","127.18","127.06","184.60","122.62",73399980,"9,32,62,18,503.85",426871
08-Apr-2025,EQ,"134.89","136.20","128.02","129.48","130.05","130.28","131.06","184.60","122.62",68999181,"9,04,32,62,229.44",360513
07-Apr-2025,EQ,"128.00","130.35","125.33","140.39","130.20","129.48","127.62","184.60","122.62",121806340,"15,54,44,31,644.89",607208
04-Apr-2025,EQ,"152.62","152.99","140.00","153.62","140.67","140.39","143.35","184.60","122.62",80846143,"11,58,95,98,417.40",439854
03-Apr-2025,EQ,"153.00","155.97","152.60","154.69","153.85","153.62","154.44","184.60","122.62",15117526,"2,33,47,71,453.89",110552
02-Apr-2025,EQ,"154.00","156.25","152.27","153.12","154.84","154.69","154.35","184.60","122.62",24977582,"3,85,52,06,531.03",122844
01-Apr-2025,EQ,"152.07","155.34","152.07","154.24","153.25","153.12","153.41","184.60","122.62",29142122,"4,47,07,69,084.97",151632
28-Mar-2025,EQ,"155.38","156.91","153.37","155.42","153.98","154.24","154.50","184.60","122.62",24589315,"3,79,89,35,508.26",105656
27-Mar-2025,EQ,"154.80","156.10","154.20","155.81","155.36","155.42","155.47","184.60","122.62",25909068,"4,02,80,14,189.92",136794
26-Mar-2025,EQ,"156.20","157.54","155.01","156.73","155.07","155.81","156.44","184.60","122.62",23182869,"3,62,67,32,598.78",142138
25-Mar-2025,EQ,"159.00","159.00","156.05","158.42","156.27","156.73","157.22","184.60","122.62",28467187,"4,47,57,45,077.22",182282
24-Mar-2025,EQ,"158.00","159.00","157.11","157.28","158.29","158.42","158.42","184.60","122.62",30905773,"4,89,59,84,860.52",154989
21-Mar-2025,EQ,"159.03","159.75","156.82","159.04","157.08","157.28","157.96","184.60","122.62",49184821,"7,76,92,39,117.59",154615
20-Mar-2025,EQ,"160.00","160.10","156.65","158.60","159.03","159.04","158.64","184.60","122.62",39889517,"6,32,80,46,698.67",193466
19-Mar-2025,EQ,"156.80","159.20","156.50","154.66","158.54","158.60","158.11","184.60","122.62",66161413,"10,46,08,45,185.47",362436
18-Mar-2025,EQ,"153.00","154.83","152.22","151.81","154.60","154.66","153.68","184.60","122.62",38125586,"5,85,91,64,416.95",277281
17-Mar-2025,EQ,"151.99","152.64","150.90","150.88","152.01","151.81","151.74","184.60","122.62",35879781,"5,44,44,35,545.07",191938
