DATA,DATE,OPEN,HIGH,LOW,PREV_CLOSE,LTP,CLOSE,VWAP,52W_H,52W_L,VOLUME,VALUE,NO_OF__TRADES,DAILY_RETURN,MA_7,MA_14,MA_30,VOLATILITY,VOLUME_CHANGE
2023-06-19,2023-06-19,115.45,115.6,113.05,114.25,114.2,114.1,114.08,976.70,95.0,33502185,"3,82,20,38,084.40",140304,-0.0013129102844638973,112.20714285714287,110.44642857142857,108.46166666666666,0.013868990772642014,0.05632453243267621
2023-06-20,2023-06-20,114.1,115.25,113.5,114.1,114.5,114.25,114.53,976.70,95.0,30371599,"3,47,84,40,270.40",137218,0.0013146362839615566,112.97142857142858,111.05,108.61833333333333,0.009259793858902961,-0.09344423356267662
2023-06-21,2023-06-21,114.9,114.9,112.85,114.25,113.95,113.9,113.68,976.70,95.0,35627983,"4,05,01,86,870.45",141248,-0.0030634573304156865,113.60000000000001,111.61785714285713,108.77333333333333,0.01001241575465057,0.17306905704898834
2023-06-22,2023-06-22,110.6,112.2,110.55,113.9,111.2,111.1,111.38,976.70,95.0,34769987,"3,87,26,88,551.20",153503,-0.024582967515364484,113.59285714285714,111.83928571428571,108.85833333333333,0.014172124204863558,-0.0240820817726336
2023-06-23,2023-06-23,110.5,110.75,109.2,111.1,109.35,109.6,109.97,976.70,95.0,22190233,"2,44,02,21,682.95",112770,-0.013501350135013523,112.99285714285713,111.85357142857143,108.95333333333335,0.010176580494278355,-0.3617992149378716
2023-06-26,2023-06-26,109.6,110.2,108.1,109.6,110.2,109.85,109.1,976.70,95.0,25332751,"2,76,37,34,572.75",129004,0.0022810218978102093,112.43571428571428,111.91428571428573,109.025,0.010442185883079215,0.14161717004053087
2023-06-27,2023-06-27,110.6,111.5,110.15,109.85,110.9,110.75,110.86,976.70,95.0,24129403,"2,67,50,86,307.85",138795,0.008192990441511228,111.93571428571428,111.8607142857143,109.13666666666667,0.011085857444744397,-0.04750167086077628
2023-06-28,2023-06-28,111.5,112.05,110.9,110.75,111.65,111.55,111.54,976.70,95.0,23895274,"2,66,53,15,375.20",123251,0.007223476297968379,111.57142857142857,111.88928571428572,109.32166666666666,0.011917986452129638,-0.009703058132022546
2023-06-30,2023-06-30,111.6,112.2,110.4,111.55,112.0,112.0,111.64,976.70,95.0,26741918,"2,98,53,82,486.20",129098,0.004034065441506085,111.25,112.11071428571428,109.54833333333333,0.012130665708684797,0.11913000035069699
2023-07-03,2023-07-03,112.25,114.25,112.05,112.0,113.0,113.1,113.38,976.70,95.0,30979256,"3,51,23,45,035.75",137687,0.009821428571428426,111.13571428571427,112.36785714285713,109.83,0.013024052143845857,0.1584530324264699
2023-07-04,2023-07-04,113.2,113.4,112.1,113.1,112.35,112.4,112.66,976.70,95.0,25080307,"2,82,54,46,861.10",124580,-0.0061892130857647,111.32142857142857,112.45714285714287,110.07666666666665,0.008541382524142802,-0.1904160965001871
2023-07-05,2023-07-05,112.55,113.55,112.2,112.4,112.9,112.95,112.97,976.70,95.0,27877180,"3,14,93,05,413.45",119567,0.0048932384341637825,111.8,112.39642857142859,110.32166666666667,0.005302629172278869,0.11151669714409795
2023-07-06,2023-07-06,112.0,112.85,111.5,112.95,112.65,112.65,112.15,976.70,95.0,34320086,"3,84,90,61,350.15",138042,-0.0026560424966799445,112.2,112.31785714285715,110.57000000000001,0.0059126544934188854,0.23111756641094972
2023-07-07,2023-07-07,112.0,113.3,111.25,112.65,111.6,111.6,112.11,976.70,95.0,30034274,"3,36,71,02,319.95",113689,-0.009320905459387574,112.32142857142857,112.12857142857145,110.795,0.007215629133853586,-0.12487765910609894
2023-07-10,2023-07-10,112.25,115.7,111.65,111.6,115.25,115.3,114.48,976.70,95.0,60652690,"6,94,38,15,581.60",219509,0.0331541218637994,112.85714285714286,112.21428571428571,111.09166666666667,0.01417461931514339,1.0194491799602017
2023-07-11,2023-07-11,115.6,116.1,114.8,115.3,115.1,115.15,115.43,976.70,95.0,37999385,"4,38,61,30,159.45",192661,-0.0013009540329573799,113.30714285714286,112.27857142857142,111.315,0.014366026354273458,-0.37349217322430384
2023-07-12,2023-07-12,115.15,116.05,114.0,115.15,114.75,114.7,114.77,976.70,95.0,32771204,"3,76,10,70,520.60",149737,-0.0039079461571862595,113.53571428571429,112.33571428571429,111.57000000000001,0.014385122735817431,-0.1375859372460897
2023-07-13,2023-07-13,116.0,116.95,114.5,114.7,114.95,114.85,115.73,976.70,95.0,44847814,"5,19,00,13,535.60",161649,0.0013077593722754521,113.88571428571427,112.60357142857143,111.87166666666667,0.013937582499341105,0.36851285659202504
2023-07-14,2023-07-14,115.7,117.9,114.8,114.85,117.65,117.15,116.26,976.70,95.0,34521821,"4,01,35,34,242.35",138452,0.02002612102742707,114.48571428571428,113.14285714285714,112.24500000000002,0.015351825340691771,-0.23024517984310222
2023-07-17,2023-07-17,117.95,119.35,117.1,117.15,117.8,117.75,118.34,976.70,95.0,49115369,"5,81,23,13,828.95",196197,0.005121638924455718,115.21428571428571,113.70714285714284,112.57000000000001,0.014953892811017869,0.42273401510308517
2023-07-18,2023-07-18,118.0,118.15,116.4,117.75,116.6,116.6,117.09,976.70,95.0,23433431,"2,74,38,57,232.85",124030,-0.009766454352441611,115.92857142857143,114.125,112.81,0.015032897829682293,-0.5228900550457027
2023-07-19,2023-07-19,116.7,117.2,116.1,116.6,116.55,116.7,116.69,976.70,95.0,17222355,"2,00,96,94,774.10",112312,0.0008576329331047017,116.12857142857145,114.49285714285713,113.06666666666666,0.009312399793430761,-0.26505192517476417
2023-07-20,2023-07-20,116.7,117.25,116.35,116.7,116.9,116.95,116.87,976.70,95.0,22303831,"2,60,67,03,327.15",106969,0.002142245072836335,116.38571428571427,114.84642857142856,113.24833333333335,0.009214031349790966,0.2950511704119443
2023-07-21,2023-07-21,116.6,117.95,115.5,116.95,116.7,116.6,116.65,976.70,95.0,31546136,"3,67,98,25,459.10",126664,-0.0029927319367252236,116.65714285714286,115.09642857142858,113.43,0.00911800795717028,0.4143819507958073
2023-07-24,2023-07-24,116.5,116.5,114.35,116.6,115.25,115.5,115.37,976.70,95.0,38113555,"4,39,72,47,627.25",166031,-0.009433962264150941,116.75,115.31785714285715,113.65,0.010172479549218627,0.20818457766111198
2023-07-25,2023-07-25,115.0,119.9,114.35,115.5,119.1,119.25,118.27,976.70,95.0,88035259,"10,41,21,64,866.45",290928,0.032467532467532534,117.05,115.76785714285714,113.975,0.014321848985768668,1.3098149464147335
2023-07-26,2023-07-26,119.8,120.6,118.85,119.25,119.85,119.95,119.81,976.70,95.0,29716336,"3,56,03,54,181.25",166824,0.005870020964360512,117.36428571428573,116.28928571428571,114.26833333333333,0.01434633882137079,-0.662449610104515
2023-07-27,2023-07-27,120.25,121.45,119.15,119.95,120.3,119.8,120.27,976.70,95.0,39664251,"4,77,04,85,839.25",155050,-0.0012505210504377695,117.82142857142857,116.875,114.46833333333333,0.013442124258048398,0.3347625023488763
2023-07-28,2023-07-28,120.2,121.1,118.7,119.8,120.5,120.6,119.93,976.70,95.0,33996691,"4,07,73,60,851.60",140641,0.006677796327211993,118.37857142857142,117.25357142857142,114.69666666666667,0.01339879466975148,-0.14288836564693985
2023-07-31,2023-07-31,120.6,123.85,120.6,120.6,122.85,123.15,122.85,124.30,95.0,52330311,"6,42,90,27,091.55",223916,0.021144278606965328,119.26428571428572,117.82500000000002,114.99333333333334,0.014641863170866519,0.5392766019492896
2023-08-01,2023-08-01,123.55,124.15,122.55,123.15,123.15,123.2,123.36,124.30,95.0,27863562,"3,43,73,63,292.15",152455,0.0004060089321964444,120.20714285714287,118.43214285714285,115.29666666666667,0.014288101698582703,-0.46754449825455846
2023-08-02,2023-08-02,122.9,122.9,118.25,123.2,119.2,118.95,119.89,124.30,95.0,54951586,"6,58,78,87,454.35",240403,-0.034496753246753276,120.7,118.725,115.45333333333335,0.02096164863262642,0.9721665880335042
2023-08-03,2023-08-03,118.7,119.65,117.5,118.95,118.6,118.2,118.24,124.30,95.0,34624188,"4,09,38,84,505.55",196496,-0.006305170239596425,120.55,118.8,115.59666666666666,0.017071426622638733,-0.3699146736183374
2023-08-04,2023-08-04,119.4,119.75,118.0,118.2,119.0,119.0,118.93,124.30,95.0,22303966,"2,65,25,51,989.70",114669,0.006768189509306133,120.41428571428571,118.88928571428572,115.86,0.017136116247241706,-0.3558270305140441
2023-08-07,2023-08-07,119.6,119.6,118.0,119.0,118.6,118.85,118.73,124.30,95.0,20711952,"2,45,90,82,671.95",133643,-0.0012605042016806678,120.27857142857144,119.04999999999998,116.16833333333332,0.01713614020824616,-0.07137806791850387
2023-08-08,2023-08-08,119.0,119.5,117.95,118.85,118.15,118.15,118.51,124.30,95.0,21275054,"2,52,13,77,215.10",122839,-0.005889777029869481,119.92857142857143,119.15357142857144,116.445,0.01685251817711926,0.027187297459940085
2023-08-09,2023-08-09,118.35,120.5,116.9,118.15,120.4,120.2,118.53,124.30,95.0,34154214,"4,04,84,50,641.55",146911,0.017350825222175237,119.50714285714287,119.38571428571429,116.75999999999999,0.01599311925771763,0.6053643859141322
2023-08-10,2023-08-10,120.0,120.65,119.25,120.2,120.0,120.0,119.92,124.30,95.0,24439101,"2,93,06,27,924.30",140513,-0.0016638935108153063,119.05,119.62857142857142,117.04166666666667,0.015931185129640466,-0.28444844317014584
2023-08-11,2023-08-11,120.3,121.4,119.15,120.0,120.55,120.3,120.43,124.30,95.0,26337436,"3,17,17,61,199.15",144366,0.0024999999999999467,119.24285714285715,119.97142857142856,117.31833333333334,0.00829678462562753,0.0776761387417646
2023-08-14,2023-08-14,120.3,120.4,117.35,120.3,117.85,118.15,118.23,124.30,95.0,33095516,"3,91,28,29,472.45",167262,-0.017871986699916853,119.23571428571428,119.89285714285714,117.48666666666666,0.010890084752872462,0.2565959723642044
2023-08-16,2023-08-16,117.95,117.95,115.4,118.15,115.9,115.95,116.22,124.30,95.0,31252473,"3,63,20,61,298.05",169033,-0.018620397799407606,118.8,119.60714285714286,117.605,0.012382141150586414,-0.05568860144075105
2023-08-17,2023-08-17,115.9,116.8,114.7,115.95,115.95,116.05,115.78,124.30,95.0,28461865,"3,29,54,20,065.10",171164,0.0008624407072013174,118.39999999999999,119.33928571428571,117.70833333333333,0.012475682533648266,-0.08929238975744413
2023-08-18,2023-08-18,116.3,116.4,114.75,116.05,116.4,115.8,115.55,124.30,95.0,30381609,"3,51,05,16,688.50",137398,-0.0021542438604049696,118.06428571428572,118.99642857142858,117.81333333333332,0.012427903661742316,0.06744969101638287
2023-08-21,2023-08-21,116.75,117.1,115.85,115.8,116.8,116.9,116.64,124.30,95.0,22629651,"2,63,96,28,824.70",134669,0.009499136442141731,117.59285714285714,118.54999999999998,117.99,0.010512919750728435,-0.255152977579298
2023-08-22,2023-08-22,117.15,117.75,116.5,116.9,117.55,117.55,117.21,124.30,95.0,17343131,"2,03,27,61,447.10",111027,0.0055603079555175405,117.24285714285713,118.14642857142859,118.06500000000001,0.011109140314320526,-0.23361031948747246
2023-08-23,2023-08-23,117.85,119.25,117.65,117.55,118.85,118.95,118.89,124.30,95.0,43744909,"5,20,08,86,017.65",133768,0.01190982560612519,117.05,118.14642857142857,118.19166666666666,0.012367951437304027,1.5223190091800611
2023-08-24,2023-08-24,119.5,120.1,118.05,118.95,118.3,118.25,118.81,124.30,95.0,27103446,"3,22,00,87,938.55",134041,-0.005884825556956685,117.06428571428572,118.14999999999999,118.30999999999999,0.010404592034870108,-0.38042056505363864
2023-08-25,2023-08-25,118.0,118.15,116.7,118.25,117.1,116.9,117.39,124.30,95.0,23692527,"2,78,11,76,955.20",107610,-0.011416490486257924,117.2,118.0,118.37833333333333,0.008399640051063263,-0.12584816705595292
2023-08-28,2023-08-28,117.0,118.25,117.0,116.9,117.55,117.6,117.68,124.30,95.0,19218821,"2,26,16,79,617.10",103263,0.0059880239520957446,117.42142857142858,117.91071428571429,118.39333333333333,0.008586974484570195,-0.18882350540320159
2023-08-29,2023-08-29,118.5,120.15,117.75,117.6,119.8,119.55,119.1,124.30,95.0,36038317,"4,29,23,28,896.10",129481,0.01658163265306123,117.95714285714284,118.01071428571429,118.45333333333333,0.009918860347351535,0.875157534377369
2023-08-30,2023-08-30,120.5,122.7,120.25,119.55,122.05,122.1,122.02,124.30,95.0,51467177,"6,27,99,89,423.50",265241,0.02132998745294845,118.7,118.14642857142857,118.63666666666667,0.011733648029361735,0.42812376615700454
2023-08-31,2023-08-31,122.85,123.6,122.15,122.1,123.6,122.9,122.77,124.30,95.0,60626985,"7,44,34,73,788.50",201344,0.006552006552006606,119.46428571428571,118.35357142857143,118.84333333333333,0.011729278042996926,0.17797377928849678
2023-09-01,2023-09-01,123.5,128.7,123.4,122.9,126.8,127.05,127.05,128.70,95.0,76460408,"9,71,40,89,379.55",315467,0.03376729048006499,120.62142857142858,118.83571428571429,119.17999999999999,0.01567477627917135,0.2611613129038166
2023-09-04,2023-09-04,129.2,132.9,128.85,127.05,131.9,131.75,131.69,132.90,95.0,68525900,"9,02,42,25,220.75",342443,0.03699330972058257,122.54999999999998,119.80714285714285,119.68499999999999,0.0169588562207728,-0.10377276563839422
2023-09-05,2023-09-05,131.75,132.45,128.85,131.75,131.75,131.7,130.75,132.90,95.0,36466807,"4,76,78,57,575.05",190902,-0.00037950664136632284,124.66428571428571,120.93214285714286,120.225,0.014328234775562646,-0.46783906522935126
2023-09-06,2023-09-06,132.4,132.4,128.2,131.7,129.45,129.6,129.55,132.90,95.0,36058850,"4,67,14,65,545.35",216595,-0.015945330296127547,126.37857142857142,121.89999999999999,120.57,0.018879802588916684,-0.011187077607315632
2023-09-07,2023-09-07,129.5,130.8,128.6,129.6,130.1,130.15,130.0,132.90,95.0,30268235,"3,93,47,81,899.05",153956,0.004243827160493874,127.89285714285714,122.92499999999998,120.91000000000001,0.019186037733411022,-0.1605879000578222
2023-09-08,2023-09-08,131.4,131.65,129.2,130.15,129.6,129.5,130.24,132.90,95.0,34313523,"4,46,90,52,986.90",126365,-0.0049942374183634675,128.95,123.82500000000002,121.23333333333333,0.019708927488289042,0.13364796460712025
2023-09-11,2023-09-11,129.5,131.85,129.2,129.5,131.1,131.15,130.71,132.90,95.0,33377857,"4,36,28,62,449.95",174961,0.012741312741312738,130.12857142857143,124.79642857142856,121.58500000000001,0.01974026580057438,-0.027268141484626973
2023-09-12,2023-09-12,132.8,133.15,128.65,131.15,128.9,129.0,130.05,133.15,95.0,38065283,"4,95,03,14,633.25",212107,-0.016393442622950838,130.40714285714284,125.51428571428572,121.78,0.018525405132103986,0.14043519929994308
2023-09-13,2023-09-13,129.6,130.5,127.7,129.0,129.9,129.55,129.32,133.15,95.0,23371459,"3,02,24,84,084.00",163917,0.00426356589147292,130.09285714285713,126.32142857142857,121.99166666666666,0.010861949069999682,-0.38601641290831856
2023-09-14,2023-09-14,131.0,134.2,130.8,129.55,131.95,131.7,132.32,134.20,95.0,58800620,"7,78,03,13,510.10",333183,0.016595908915476576,130.09285714285713,127.37857142857142,122.41666666666667,0.013050267184793463,1.5159156730437755
2023-09-15,2023-09-15,132.6,133.3,129.85,131.7,132.2,131.95,131.48,134.20,95.0,85058495,"11,18,37,54,761.50",189446,0.0018982536066818323,130.42857142857142,128.40357142857144,122.875,0.010978111721730917,0.4465577913974377
2023-09-18,2023-09-18,135.0,135.0,130.05,131.95,130.5,130.45,131.81,135.00,95.0,62420823,"8,22,79,68,331.45",282655,-0.011367942402425113,130.47142857142856,129.18214285714285,123.25666666666666,0.012120154664434682,-0.26614240000366807
2023-09-20,2023-09-20,130.45,131.8,128.0,130.45,128.5,128.3,129.55,135.00,95.0,43627379,"5,65,19,83,902.35",220289,-0.01648141050210794,130.3,129.625,123.57166666666667,0.013651841634622493,-0.30107651736664864
2023-09-21,2023-09-21,128.3,129.25,127.2,128.3,127.9,127.8,128.19,135.00,95.0,29826091,"3,82,32,96,128.15",189809,-0.0038971161340608518,129.82142857142858,129.975,123.89333333333335,0.012179002247560676,-0.3163446513713327
2023-09-22,2023-09-22,127.15,128.7,125.5,127.8,127.2,126.75,127.09,135.00,95.0,34059194,"4,32,85,63,173.75",193209,-0.008215962441314506,129.5,129.95357142857142,124.11166666666668,0.011094113609524298,0.14192617463683055
2023-09-25,2023-09-25,127.3,128.3,126.1,126.75,127.25,127.4,127.29,135.00,95.0,23466981,"2,98,70,46,458.00",148843,0.00512820512820511,129.19285714285712,129.64285714285714,124.35833333333333,0.0111858547606752,-0.31099423550657135
2023-09-26,2023-09-26,129.0,130.55,128.4,127.4,128.95,128.9,129.5,135.00,95.0,48936598,"6,33,72,43,511.85",235615,0.011773940345368938,128.79285714285714,129.44285714285715,124.645,0.009900405214024228,1.085338459173764
2023-09-27,2023-09-27,128.75,128.75,126.7,128.9,128.4,128.15,127.79,135.00,95.0,33277329,"4,25,24,37,333.00",184173,-0.005818463925523654,128.25,129.33928571428572,124.97833333333332,0.009688437500464902,-0.3199909605485858
2023-09-28,2023-09-28,128.35,129.3,126.3,128.15,127.25,126.8,127.69,135.00,95.0,29982233,"3,82,82,88,872.45",165709,-0.01053452984783465,127.72857142857143,129.1,125.34,0.009589216627210424,-0.09901924520444538
2023-09-29,2023-09-29,128.2,129.55,127.55,126.8,129.05,128.9,128.73,135.00,95.0,28406435,"3,65,67,17,531.85",156353,0.016561514195583715,127.81428571428572,129.05714285714288,125.76833333333333,0.010513168911678248,-0.05255772643752055
2023-10-03,2023-10-03,129.0,129.1,127.25,128.9,128.1,128.0,127.82,135.00,98.0,18613557,"2,37,91,07,875.80",136399,-0.006982156710628407,127.84285714285716,128.83214285714286,126.175,0.01079945026699862,-0.3447415347966051
2023-10-04,2023-10-04,127.0,127.1,124.5,128.0,125.35,125.3,125.49,135.00,98.0,33272725,"4,17,52,49,159.90",214486,-0.021093750000000022,127.63571428571429,128.56785714285715,126.455,0.01329510505645551,0.787553287101439
2023-10-05,2023-10-05,125.9,126.15,124.55,125.3,125.55,125.25,125.31,135.00,98.0,27063441,"3,39,13,65,474.55",165593,-0.0003990422984836428,127.32857142857144,128.2607142857143,126.71166666666666,0.012991913182158952,-0.1866178378837321
2023-10-06,2023-10-06,126.5,127.0,125.1,125.25,125.85,125.9,125.85,135.00,98.0,21928671,"2,75,97,25,379.50",145005,0.005189620758483171,126.9,127.84642857142858,126.94333333333334,0.01199879011455032,-0.18973086238368575
2023-10-09,2023-10-09,124.8,124.9,122.6,125.9,123.35,123.85,123.88,135.00,98.1,21457836,"2,65,82,19,956.95",187353,-0.016282764098490943,126.28571428571429,127.26785714285714,127.13000000000001,0.012977297778169718,-0.021471205436936924
2023-10-10,2023-10-10,124.7,125.9,123.75,123.85,125.25,125.3,124.78,135.00,98.1,28745957,"3,58,68,19,958.85",171447,0.011707710940654037,126.07142857142857,126.89999999999999,127.41000000000001,0.014018042438847923,0.33964846222144685
2023-10-11,2023-10-11,126.0,126.3,124.7,125.3,124.95,124.95,125.48,135.00,98.1,24455932,"3,06,86,16,682.35",132086,-0.0027932960893853886,125.50714285714285,126.66071428571429,127.655,0.011522110515405956,-0.14923924780100384
2023-10-12,2023-10-12,125.35,126.9,125.1,124.95,125.8,125.9,126.09,135.00,98.1,19361688,"2,44,13,91,694.90",126504,0.0076030412164866945,125.20714285714284,126.525,127.86666666666666,0.01226757365588673,-0.20830299986113798
2023-10-13,2023-10-13,125.0,125.75,124.0,125.9,125.2,125.05,124.93,135.00,98.1,26912800,"3,36,20,90,989.25",160443,-0.006751389992057266,125.17142857142858,126.40357142857144,127.96499999999999,0.00948731315044818,0.3900027724855395
2023-10-16,2023-10-16,125.1,127.25,124.95,125.05,127.1,127.0,126.51,135.00,98.1,23868700,"3,01,95,47,026.80",148084,0.015593762495001995,125.42142857142858,126.375,128.10166666666666,0.011213158929463696,-0.1131097470348682
2023-10-17,2023-10-17,127.9,128.55,127.0,127.0,127.75,127.4,127.9,135.00,98.1,24241710,"3,10,05,88,399.80",136830,0.0031496062992126816,125.63571428571429,126.26785714285714,128.11333333333334,0.011143895420846763,0.01562757921461988
2023-10-18,2023-10-18,127.85,128.7,126.6,127.4,127.1,127.1,127.42,135.00,98.1,20926079,"2,66,65,01,947.15",141265,-0.0023547880690738543,126.10000000000001,126.19285714285715,127.95833333333333,0.008257999420980579,-0.13677380844833142
2023-10-19,2023-10-19,125.5,126.5,124.35,127.1,125.8,126.0,125.46,135.00,98.1,30941319,"3,88,19,44,628.55",165387,-0.008654602675058909,126.20000000000002,126.13571428571429,127.76833333333333,0.008562803384756878,0.4786008883938553
2023-10-20,2023-10-20,125.0,125.75,122.7,126.0,123.1,123.1,124.01,135.00,98.1,30746140,"3,81,27,44,831.35",192203,-0.023015873015873045,125.93571428571428,125.72142857142856,127.55166666666668,0.012496020146071733,-0.00630803748217712
2023-10-23,2023-10-23,123.35,123.4,119.7,123.1,120.05,120.0,120.97,135.00,98.55,30699479,"3,71,37,36,345.95",198614,-0.025182778229081992,125.09285714285714,125.14999999999999,127.21333333333334,0.014285990236321025,-0.001517621398978819
2023-10-25,2023-10-25,121.2,122.8,120.75,120.0,121.3,121.35,121.79,135.00,98.55,27346103,"3,33,05,69,435.45",166352,0.011249999999999982,124.5642857142857,124.86785714285715,126.94166666666666,0.015822292772698837,-0.10923234234691737
2023-10-26,2023-10-26,120.85,120.9,118.9,121.35,120.05,119.9,119.81,135.00,98.55,36298907,"4,34,89,29,304.25",191297,-0.011948908117016765,123.55,124.48571428571428,126.56666666666666,0.013312959788177106,0.3273886593640052
2023-10-27,2023-10-27,120.5,121.8,119.5,119.9,120.0,119.9,120.34,135.00,98.55,28424007,"3,42,05,65,260.80",144880,0.0,122.47857142857141,124.05714285714285,126.26333333333332,0.01291637848737778,-0.21694592622306785
2023-10-30,2023-10-30,121.05,121.25,118.95,119.9,119.15,119.15,119.37,135.00,98.55,18753217,"2,23,85,32,926.65",145518,-0.006255212677231059,121.34285714285716,123.72142857142856,125.91666666666667,0.012686249783793173,-0.3402331697990364
2023-10-31,2023-10-31,120.0,120.15,118.4,119.15,118.9,118.75,119.02,135.00,98.55,22319950,"2,65,64,47,467.15",147250,-0.003357112882920732,120.30714285714286,123.25357142857142,125.48499999999999,0.012874920305504708,0.1901931279310638
2023-11-01,2023-11-01,119.0,119.1,116.0,118.75,116.15,116.6,117.78,135.00,98.55,24717941,"2,91,12,36,884.90",162002,-0.018105263157894735,119.37857142857145,122.65714285714286,124.97333333333333,0.012050573400904962,0.10743711343439388
2023-11-02,2023-11-02,114.6,118.55,114.6,116.6,118.5,118.1,116.7,135.00,98.55,72538804,"8,46,54,95,277.35",280659,0.012864493996569415,119.10714285714286,122.1,124.56166666666668,0.011390642682741018,1.934662073997183
2023-11-03,2023-11-03,118.2,118.6,117.1,118.1,117.4,117.3,117.73,135.00,98.55,31747230,"3,73,75,15,379.95",179215,-0.006773920406435208,118.52857142857144,121.54642857142856,124.195,0.009757963493542831,-0.562341419359492
2023-11-06,2023-11-06,118.5,119.65,117.5,117.3,119.6,119.4,118.62,135.00,101.55,27883152,"3,30,74,44,876.55",150363,0.01790281329923271,118.45714285714287,121.00357142857142,123.91499999999999,0.012302499687047502,-0.12171386291024444
2023-11-07,2023-11-07,119.3,120.2,118.4,119.4,119.75,119.65,119.62,135.00,101.55,25818033,"3,08,84,35,269.90",135129,0.0020938023450587373,118.42142857142856,120.45000000000002,123.67833333333333,0.012342978024634403,-0.07406332684339278
2023-11-08,2023-11-08,119.75,120.5,118.55,119.65,119.05,119.05,119.11,135.00,101.55,22552386,"2,68,61,43,473.10",128934,-0.00501462599247815,118.40714285714284,119.875,123.4,0.012250656191953532,-0.12648705654687176
2023-11-09,2023-11-09,119.2,120.5,118.85,119.05,119.65,119.65,119.7,135.00,101.55,22979112,"2,75,05,17,129.70",132295,0.005039899202015974,118.53571428571429,119.42142857142856,123.09166666666667,0.01228457181126845,0.018921545596106704
2023-11-10,2023-11-10,119.5,120.45,118.8,119.65,120.15,120.05,119.81,135.00,101.55,23584510,"2,82,56,63,511.45",137597,0.0033430839949852853,119.02857142857144,119.20357142857144,122.82166666666667,0.008888683566729765,0.026345578541068004
2023-11-12,2023-11-12,121.6,121.6,120.6,120.05,120.85,120.85,120.92,135.00,101.55,3984034,"48,17,33,972.85",69992,0.006663890045814247,119.42142857142858,119.26428571428572,122.62333333333332,0.008161447776924216,-0.8310741244995126
2023-11-13,2023-11-13,120.85,121.25,119.9,120.85,120.8,121.0,120.74,135.00,101.55,17951775,"2,16,74,12,969.40",128808,0.0012412081092263438,119.95,119.23928571428571,122.36,0.006986628148310733,3.5059291662671557
2023-11-15,2023-11-15,121.7,124.4,121.5,121.0,124.1,124.05,123.38,135.00,101.55,38344393,"4,73,09,75,784.75",183566,0.02520661157024784,120.61428571428571,119.53571428571429,122.22833333333334,0.009441620889155773,1.1359666662488808
2023-11-16,2023-11-16,124.0,125.25,123.0,124.05,124.4,124.7,124.48,135.00,101.55,30836413,"3,83,85,18,574.75",165433,0.0052398226521563895,121.33571428571429,119.87857142857142,122.20833333333333,0.009326042577840473,-0.19580385585970805
2023-11-17,2023-11-17,124.7,125.75,124.3,124.7,125.0,125.2,125.16,135.00,101.55,23319439,"2,91,85,81,820.75",130629,0.00400962309542896,122.21428571428571,120.3107142857143,122.20666666666666,0.008099160375236919,-0.24376940339980524
2023-11-20,2023-11-20,125.05,125.65,124.05,125.2,124.25,124.35,124.89,135.00,101.55,18780290,"2,34,54,28,249.95",144456,-0.006789137380191712,122.88571428571427,120.71071428571429,122.155,0.009710664001349375,-0.1946508661722094
2023-11-21,2023-11-21,125.05,126.4,124.95,124.35,126.2,126.25,125.95,135.00,101.55,29643312,"3,73,35,34,250.25",152063,0.015279453156413325,123.77142857142857,121.39999999999999,122.235,0.01028751577445394,0.5784267442089552
2023-11-22,2023-11-22,126.4,126.9,125.5,126.25,126.3,126.1,126.11,135.00,101.55,19588063,"2,47,03,14,487.15",112127,-0.0011881188118811892,124.52142857142857,121.97142857142856,122.26166666666667,0.010780198918820347,-0.33920801427316893
2023-11-23,2023-11-23,126.35,127.4,125.9,126.1,126.75,126.7,126.78,135.00,101.55,30736851,"3,89,67,87,469.35",152378,0.004758128469468659,125.33571428571429,122.64285714285714,122.32,0.01059403150814639,0.5691623515811646
2023-11-24,2023-11-24,126.7,127.0,125.55,126.7,126.05,125.95,126.15,135.00,101.55,14719450,"1,85,67,93,943.75",104736,-0.005919494869771058,125.60714285714286,123.11071428571428,122.32166666666667,0.007619508918970777,-0.5211139228283339
2023-11-28,2023-11-28,127.0,127.0,126.0,125.95,126.95,126.85,126.49,135.00,101.55,18377843,"2,32,45,66,454.85",137072,0.007145692735212261,125.91428571428571,123.625,122.38166666666667,0.007778680703578757,0.24854141968619747
2023-11-29,2023-11-29,127.15,128.15,126.7,126.85,127.8,127.75,127.6,135.00,101.55,23092165,"2,94,64,45,299.55",137907,0.007094994087504913,126.27857142857144,124.24642857142855,122.40666666666668,0.007965571993579165,0.25652205212548607
2023-11-30,2023-11-30,127.8,128.85,126.5,127.75,127.9,127.9,127.97,135.00,101.55,40165104,"5,13,99,85,066.50",173510,0.0011741682974559797,126.78571428571429,124.83571428571429,122.42333333333335,0.006838085592517894,0.7393390355559992
2023-12-01,2023-12-01,128.9,130.3,128.05,127.9,130.0,130.0,129.41,135.00,101.55,31192397,"4,03,64,76,816.00",172753,0.016419077404222104,127.32142857142857,125.54642857142856,122.52000000000001,0.007156187252232468,-0.22339558737355691
2023-12-04,2023-12-04,132.2,132.35,130.4,130.0,131.0,131.0,131.07,135.00,101.55,41230928,"5,40,40,51,813.10",213569,0.007692307692307665,128.02142857142857,126.27142857142857,122.68666666666668,0.006818482517167842,0.32182621297106473
